id,cinsiyyət,Yaşlı təbəqə,tərəfdaş,asılı olanlar,müddəti,Telefon Xidməti,Birdən çox xətt,İnternet servisi,onlayn təhlükəsizlik,onlayn yedəkləmə,Cihazın Mühafizəsi,texniki dəstək,canli tv,filmlər,müqavilə,Kağızsız Hesablaşma,ödəniş metodu,Aylıq Ödənişlər,Ümumi ödənişlər,Churn,"TelefonXidməti,KağızsızHesablaşma"
0831-JNISG,Kişi,0,Hə,Hə,71,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2illik,Yox,mail cek,19.8,1396.25,Yox,Hə Yox
0774-IFUVM,Kişi,0,Hə,Hə,11,Hə,Hə,DSL,Hə,Yox,Yox,Yox,Hə,Yox,ayliq,Hə,bank transfer,65.15,723.35,Yox,Hə Hə
3082-WQRVY,Kişi,1,Hə,Yox,14,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,illik,Yox,mail cek,19.65,228.65,Yox,Hə Yox
9553-DLCLU,Qadın,0,Yox,Hə,13,Hə,Hə,DSL,Hə,Hə,Hə,Hə,Hə,Hə,2illik,Yox,kredit karti,88.95,1161.75,Yox,Hə Yox
1641-BYBTK,Kişi,0,Yox,Hə,6,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,ayliq,Hə,mail cek,20.2,98.35,Yox,Hə Hə
2460-NGXBJ,Kişi,1,Hə,Hə,11,Hə,Hə,Fiber optic,Yox,Yox,Yox,Yox,Yox,Yox,ayliq,Hə,kredit karti,75.2,775.3,Yox,Hə Hə
2446-ZKVAF,Kişi,0,Hə,Yox,18,Hə,Hə,DSL,Yox,Hə,Yox,Yox,Yox,Yox,ayliq,Yox,kredit karti,56.8,1074.65,Yox,Hə Yox
0841-NULXI,Kişi,0,Yox,Yox,1,Yox,Teleon xidmeti yoxdur,DSL,Yox,Yox,Yox,Yox,Yox,Hə,ayliq,Hə,elektronik cek,35.55,35.55,Hə,Yox Hə
3522-CDKHF,Qadın,0,Hə,Yox,32,Hə,Yox,Fiber optic,Hə,Yox,Yox,Yox,Yox,Yox,ayliq,Hə,bank transfer,75.5,2324.7,Yox,Hə Hə
1430-SFQSA,Kişi,0,Yox,Yox,29,Yox,Teleon xidmeti yoxdur,DSL,Hə,Yox,Yox,Hə,Yox,Yox,illik,Yox,mail cek,35.6,1072.6,Yox,Yox Yox
0411-EZJZE,Qadın,0,Yox,Yox,3,Hə,Hə,DSL,Yox,Yox,Yox,Yox,Hə,Yox,ayliq,Hə,elektronik cek,60.25,170.5,Yox,Hə Hə
7851-WZEKY,Qadın,0,Yox,Yox,2,Hə,Hə,Fiber optic,Yox,Yox,Yox,Yox,Hə,Hə,ayliq,Hə,elektronik cek,95.15,196.9,Hə,Hə Hə
8844-TONUD,Kişi,0,Hə,Hə,13,Hə,Yox,Fiber optic,Yox,Yox,Hə,Yox,Hə,Hə,ayliq,Hə,mail cek,96.65,1162.85,Hə,Hə Hə
8807-ARQET,Qadın,0,Yox,Yox,41,Yox,Teleon xidmeti yoxdur,DSL,Yox,Hə,Yox,Yox,Yox,Hə,ayliq,Hə,elektronik cek,40.35,1677.85,Yox,Yox Hə
8992-CEUEN,Qadın,0,Yox,Yox,1,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,ayliq,Yox,elektronik cek,18.85,18.85,Yox,Hə Yox
4320-QMLLA,Kişi,0,Yox,Yox,7,Hə,Yox,DSL,Yox,Yox,Yox,Yox,Hə,Yox,ayliq,Yox,mail cek,54.85,370.4,Yox,Hə Yox
8777-PVYGU,Qadın,0,Hə,Yox,52,Hə,Yox,DSL,Hə,Yox,Hə,Yox,Hə,Yox,illik,Hə,mail cek,64.3,3410.6,Yox,Hə Hə
8292-ITGYJ,Qadın,0,Hə,Hə,45,Hə,Hə,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2illik,Hə,bank transfer,24.65,1138.8,Yox,Hə Hə
6870-ZWMNX,Kişi,0,Hə,Yox,70,Hə,Hə,DSL,Yox,Hə,Hə,Hə,Hə,Yox,2illik,Yox,kredit karti,76.1,5264.25,Yox,Hə Yox
0621-CXBKL,Qadın,0,Yox,Yox,53,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2illik,Yox,mail cek,18.7,1005.7,Yox,Hə Yox
5268-DSMNQ,Qadın,1,Hə,Yox,62,Hə,Hə,Fiber optic,Yox,Hə,Hə,Yox,Hə,Yox,illik,Hə,kredit karti,97.95,5936.55,Yox,Hə Hə
5334-JLAXU,Qadın,0,Hə,Yox,60,Hə,Hə,Fiber optic,Hə,Hə,Yox,Yox,Yox,Hə,ayliq,Hə,kredit karti,94.1,5475.9,Yox,Hə Hə
4086-YQSNZ,Qadın,1,Hə,Yox,3,Hə,Yox,Fiber optic,Yox,Yox,Yox,Yox,Hə,Yox,ayliq,Hə,elektronik cek,80.4,224.05,Hə,Hə Hə
6242-MBHPK,Qadın,1,Hə,Yox,23,Hə,Yox,Fiber optic,Hə,Yox,Yox,Yox,Hə,Hə,ayliq,Hə,elektronik cek,95.1,2326.05,Yox,Hə Hə
5868-CZJDR,Kişi,0,Yox,Hə,1,Yox,Teleon xidmeti yoxdur,DSL,Yox,Hə,Yox,Yox,Yox,Yox,ayliq,Hə,mail cek,31.35,31.35,Hə,Yox Hə
9359-UGBTK,Qadın,0,Yox,Yox,67,Hə,Yox,DSL,Hə,Yox,Hə,Hə,Yox,Hə,illik,Hə,bank transfer,72.35,4991.5,Yox,Hə Hə
0135-NMXAP,Qadın,0,Yox,Yox,12,Hə,Hə,Fiber optic,Yox,Hə,Yox,Yox,Hə,Yox,ayliq,Hə,bank transfer,89.75,1052.4,Hə,Hə Hə
4782-OSFXZ,Qadın,1,Hə,Yox,71,Hə,Hə,DSL,Hə,Hə,Hə,Hə,Yox,Hə,2illik,Hə,bank transfer,82.7,5831.2,Yox,Hə Hə
6479-OAUSD,Kişi,0,Yox,Yox,25,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,illik,Yox,kredit karti,19.9,510.8,Yox,Hə Yox
7129-ACFOG,Qadın,0,Yox,Yox,5,Hə,Hə,DSL,Hə,Yox,Yox,Yox,Yox,Yox,ayliq,Hə,elektronik cek,53.8,283.95,Yox,Hə Hə
4189-NAKJS,Kişi,0,Yox,Yox,26,Hə,Hə,DSL,Yox,Yox,Yox,Yox,Yox,Yox,illik,Hə,kredit karti,51.55,1295.4,Yox,Hə Hə
5562-BETPV,Kişi,0,Hə,Hə,1,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,illik,Yox,mail cek,19.65,19.65,Yox,Hə Yox
1282-IHQAC,Kişi,1,Yox,Yox,70,Yox,Teleon xidmeti yoxdur,DSL,Yox,Hə,Hə,Yox,Hə,Yox,illik,Hə,kredit karti,44.05,3011.65,Yox,Yox Hə
9127-FHJBZ,Kişi,0,Hə,Hə,72,Hə,Hə,Fiber optic,Hə,Hə,Hə,Hə,Hə,Hə,2illik,Hə,elektronik cek,114.0,8093.15,Yox,Hə Hə
6270-OMFIW,Kişi,0,Hə,Yox,60,Hə,Yox,Fiber optic,Yox,Hə,Yox,Yox,Hə,Hə,illik,Hə,elektronik cek,94.4,5610.25,Hə,Hə Hə
1641-RQDAY,Qadın,1,Hə,Hə,32,Hə,Hə,Fiber optic,Yox,Hə,Yox,Yox,Hə,Hə,ayliq,Hə,elektronik cek,100.4,3217.65,Yox,Hə Hə
0107-WESLM,Kişi,0,Yox,Yox,1,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,ayliq,Hə,elektronik cek,19.85,19.85,Hə,Hə Hə
6994-ORCWG,Qadın,0,Yox,Yox,14,Hə,Hə,DSL,Yox,Hə,Yox,Yox,Yox,Yox,illik,Hə,mail cek,54.25,773.2,Yox,Hə Hə
1346-UFHAX,Qadın,0,Yox,Yox,13,Hə,Hə,Fiber optic,Hə,Yox,Yox,Yox,Yox,Yox,ayliq,Hə,kredit karti,80.0,1029.35,Yox,Hə Hə
3992-YWPKO,Qadın,0,Yox,Yox,6,Hə,Hə,Fiber optic,Yox,Hə,Hə,Hə,Hə,Hə,ayliq,Hə,kredit karti,109.9,669.45,Hə,Hə Hə
2933-XEUJM,Qadın,0,Yox,Yox,46,Hə,Hə,DSL,Hə,Yox,Hə,Yox,Hə,Hə,2illik,Yox,mail cek,79.2,3593.8,Yox,Hə Yox
0125-LZQXK,Kişi,0,Yox,Yox,15,Hə,Yox,Fiber optic,Yox,Yox,Hə,Hə,Hə,Hə,ayliq,Hə,elektronik cek,101.35,1553.95,Hə,Hə Hə
5461-QKNTN,Kişi,1,Hə,Yox,43,Hə,Hə,Fiber optic,Yox,Hə,Yox,Hə,Hə,Yox,ayliq,Hə,elektronik cek,94.3,3953.15,Yox,Hə Hə
4835-YSJMR,Kişi,0,,Yox,39,Hə,Yox,DSL,Yox,Yox,Yox,Hə,Yox,Yox,2illik,Hə,bank transfer,49.8,1971.15,Yox,Hə Hə
8399-YNDCH,Kişi,1,Yox,Yox,21,Hə,Yox,DSL,Yox,Yox,Hə,Yox,Hə,Yox,ayliq,Hə,bank transfer,60.05,1236.15,Hə,Hə Hə
3164-YAXFY,Kişi,0,Yox,Yox,57,Yox,Teleon xidmeti yoxdur,DSL,Hə,Yox,Hə,Yox,Hə,Hə,ayliq,Hə,elektronik cek,53.75,3196,Yox,Yox Hə
0887-WBJVH,Qadın,0,Hə,Yox,53,Hə,Yox,Fiber optic,Yox,Yox,Yox,Hə,Hə,Hə,illik,Hə,elektronik cek,93.45,4872.2,Yox,Hə Hə
4660-IRIBM,Kişi,0,Hə,Hə,18,Hə,Yox,Fiber optic,Hə,Yox,Hə,Yox,Hə,Yox,ayliq,Hə,mail cek,87.9,1500.5,Yox,Hə Hə
5673-FSSMF,Qadın,0,Yox,Yox,1,Hə,Hə,DSL,Yox,Yox,Yox,Yox,Yox,Hə,ayliq,Hə,elektronik cek,60.15,60.15,Hə,Hə Hə
7670-ZBPOQ,Qadın,0,Hə,Yox,58,Hə,Hə,DSL,Hə,Yox,Yox,Hə,Yox,Yox,illik,Hə,bank transfer,61.05,3478.75,Yox,Hə Hə
8089-UZWLX,Qadın,1,Yox,Yox,71,Hə,Hə,Fiber optic,Yox,Yox,Hə,Yox,Hə,Hə,2illik,Yox,bank transfer,104.05,7413.55,Yox,Hə Yox
0080-OROZO,Qadın,0,Yox,Yox,35,Hə,Yox,Fiber optic,Yox,Yox,Hə,Hə,Hə,Hə,illik,Hə,elektronik cek,99.25,3532,Yox,Hə Hə
3916-NRPAP,Kişi,0,Yox,Yox,3,Hə,Yox,Fiber optic,Yox,Yox,Hə,Yox,Yox,Hə,ayliq,Yox,kredit karti,85.7,256.75,Yox,Hə Yox
6807-SIWJI,Kişi,0,Yox,Yox,38,Hə,Hə,Fiber optic,Hə,Hə,Yox,Yox,Hə,Hə,illik,Hə,elektronik cek,104.85,3887.25,Yox,Hə Hə
8221-HVAYI,Kişi,0,Hə,Hə,35,Hə,Hə,DSL,Hə,Hə,Hə,Hə,Yox,Yox,2illik,Hə,kredit karti,69.15,2490.15,Yox,Hə Hə
1579-KLYDT,,0,Yox,Yox,7,Hə,Hə,Fiber optic,Yox,Yox,Hə,Yox,Hə,Yox,ayliq,Hə,elektronik cek,90.45,593.45,Hə,Hə Hə
5232-NXPAY,Qadın,0,Yox,Yox,47,Hə,Yox,DSL,Yox,Yox,Hə,Hə,Hə,Hə,2illik,Yox,mail cek,74.45,3510.3,Yox,Hə Yox
8967-SZQAS,Qadın,0,Yox,Yox,14,Hə,Yox,DSL,Yox,Hə,Yox,Yox,Yox,Yox,ayliq,Yox,elektronik cek,50.45,765.45,Yox,Hə Yox
4468-KAZHE,Qadın,1,Hə,Yox,20,Hə,Yox,DSL,Yox,Hə,Yox,Yox,Yox,Hə,ayliq,Hə,elektronik cek,60.0,1259.35,Yox,Hə Hə
0455-ENTCR,Kişi,0,Hə,Yox,66,Hə,Hə,DSL,Hə,Hə,Yox,Hə,Hə,Hə,2illik,Yox,elektronik cek,85.25,5538.35,Yox,Hə Yox
8944-AILEF,Kişi,0,Hə,Yox,15,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,ayliq,Hə,kredit karti,19.45,340.85,Yox,Hə Hə
5542-NKVRU,Qadın,0,Yox,Yox,42,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2illik,Hə,bank transfer,20.75,844.45,Yox,Hə Hə
7126-RBHSD,Qadın,0,,Yox,17,Hə,Hə,Fiber optic,Hə,Yox,Yox,Yox,Yox,Yox,ayliq,Yox,elektronik cek,78.9,1348.95,Yox,Hə Yox
5370-IIVVL,Kişi,0,Yox,Yox,37,Hə,Hə,Fiber optic,Yox,Hə,Yox,Hə,Hə,Hə,illik,Hə,kredit karti,104.5,3778,Yox,Hə Hə
6789-HJBWG,Qadın,0,Yox,Yox,12,Hə,Yox,DSL,Yox,Hə,Yox,Yox,Yox,Yox,ayliq,Hə,elektronik cek,49.4,611.65,Yox,Hə Hə
3927-NLNRY,Kişi,0,Hə,Yox,53,Hə,Yox,Fiber optic,Yox,Hə,Yox,Yox,Hə,Hə,illik,Hə,bank transfer,94.25,4867.95,Hə,Hə Hə
9087-EYCPR,,0,Yox,Yox,60,Hə,Hə,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2illik,Yox,mail cek,25.0,1505.05,Yox,Hə Yox
6791-YBNAK,Kişi,0,Hə,Hə,18,Yox,Teleon xidmeti yoxdur,DSL,Yox,Yox,Yox,Yox,Yox,Yox,ayliq,Yox,kredit karti,25.55,467.85,Yox,Yox Yox
6358-LYNGM,Kişi,0,Yox,Yox,1,Hə,Hə,Fiber optic,Yox,Yox,Yox,Yox,Yox,Yox,ayliq,Hə,elektronik cek,74.9,74.9,Hə,Hə Hə
6077-BDPXA,Qadın,0,Yox,Yox,3,Hə,Yox,Fiber optic,Yox,Yox,Yox,Yox,Yox,Yox,ayliq,Hə,elektronik cek,70.15,194.2,Yox,Hə Hə
0013-MHZWF,Qadın,0,Yox,Hə,9,Hə,Yox,DSL,Yox,Yox,Yox,Hə,Hə,Hə,ayliq,Hə,kredit karti,69.4,571.45,Yox,Hə Hə
5494-HECPR,Qadın,0,Yox,Yox,1,Hə,Yox,Fiber optic,Yox,Yox,Yox,Yox,Hə,Yox,ayliq,Hə,elektronik cek,80.25,80.25,Hə,Hə Hə
8268-YDIXR,Kişi,0,Hə,Yox,56,Hə,Hə,Fiber optic,Hə,Hə,Hə,Yox,Yox,Yox,illik,Hə,elektronik cek,93.15,5253.95,Yox,Hə Hə
9824-BEMCV,Kişi,0,Hə,Hə,17,Hə,Yox,Fiber optic,Yox,Yox,Yox,Yox,Yox,Yox,ayliq,Hə,elektronik cek,69.0,1149.65,Hə,Hə Hə
1373-ORVIZ,Qadın,0,Hə,Hə,11,Hə,Hə,DSL,Yox,Yox,Yox,Hə,Yox,Hə,ayliq,Hə,elektronik cek,66.35,740.8,Hə,Hə Hə
4291-SHSBH,Kişi,0,Yox,Yox,7,Hə,Yox,Fiber optic,Yox,Yox,Yox,Yox,Yox,Yox,ayliq,Hə,elektronik cek,69.55,521.35,Yox,Hə Hə
6980-IMXXE,Qadın,0,Hə,Hə,69,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2illik,Yox,bank transfer,20.2,1412.65,Yox,Hə Yox
9866-QEVEE,Kişi,0,Yox,Yox,19,Hə,Hə,Fiber optic,Yox,Yox,Yox,Yox,Yox,Hə,ayliq,Hə,bank transfer,86.0,1532.45,Hə,Hə Hə
9897-KXHCM,Qadın,0,Hə,Hə,3,Hə,Yox,Fiber optic,Yox,Yox,Yox,Yox,Yox,Hə,ayliq,Hə,elektronik cek,80.3,250.05,Hə,Hə Hə
0040-HALCW,Kişi,0,Hə,Hə,54,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2illik,Yox,kredit karti,20.4,1090.6,Yox,Hə Yox
0784-GTUUK,,0,Hə,Yox,62,Hə,Hə,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,illik,Hə,kredit karti,23.75,1446.8,Yox,Hə Hə
7979-CORPM,Kişi,0,Yox,Yox,24,Hə,Hə,Fiber optic,Yox,Hə,Yox,Yox,Hə,Yox,ayliq,Hə,kredit karti,90.55,2282.55,Hə,Hə Hə
2294-DMMUS,Qadın,0,Hə,Hə,62,Hə,Hə,DSL,Yox,Yox,Yox,Yox,Hə,Hə,ayliq,Hə,kredit karti,70.45,4300.45,Yox,Hə Hə
0872-JCPIB,Kişi,0,Yox,Yox,17,Hə,Hə,DSL,Hə,Yox,Yox,Yox,Yox,Hə,ayliq,Yox,bank transfer,65.75,1111.2,Yox,Hə Yox
3055-MJDSB,Kişi,0,Yox,Yox,9,Yox,Teleon xidmeti yoxdur,DSL,Yox,Yox,Yox,Yox,Yox,Yox,ayliq,Hə,mail cek,24.6,190.1,Yox,Yox Hə
9091-WTUUY,Kişi,0,Hə,Hə,64,Hə,Yox,DSL,Hə,Yox,Hə,Hə,Hə,Yox,2illik,Yox,mail cek,69.25,4447.75,Yox,Hə Yox
1618-CFHME,Qadın,0,Yox,Yox,2,Hə,Hə,Fiber optic,Yox,Yox,Yox,Yox,Yox,Yox,ayliq,Hə,elektronik cek,75.9,143.35,Hə,Hə Hə
3165-HDOEW,Kişi,0,Hə,Hə,1,Hə,Yox,DSL,Yox,Yox,Yox,Yox,Yox,Yox,ayliq,Hə,mail cek,45.85,45.85,Hə,Hə Hə
6581-NQCBA,Qadın,0,Hə,Yox,16,Yox,Teleon xidmeti yoxdur,DSL,Yox,Yox,Yox,Hə,Hə,Hə,ayliq,Hə,elektronik cek,49.95,810.2,Hə,Yox Hə
7115-IRDHS,Qadın,0,Hə,Yox,72,Hə,Hə,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2illik,Yox,bank transfer,24.65,1830.05,Yox,Hə Yox
8496-DMZUK,Kişi,0,Yox,Yox,30,Hə,Hə,Fiber optic,Hə,Hə,Hə,Yox,Yox,Yox,illik,Yox,bank transfer,90.4,2820.65,Yox,Hə Yox
2040-VZIKE,Qadın,0,Hə,Yox,49,Hə,Hə,Fiber optic,Hə,Yox,Yox,Yox,Hə,Hə,ayliq,Hə,mail cek,100.85,4847.35,Yox,Hə Hə
9068-VPWQQ,Kişi,0,Hə,Yox,61,Hə,Hə,DSL,Hə,Yox,Hə,Hə,Yox,Hə,2illik,Yox,kredit karti,75.35,4729.3,Yox,Hə Yox
0178-SZBHO,Kişi,0,Hə,Hə,47,Hə,Hə,Fiber optic,Yox,Hə,Yox,Yox,Hə,Yox,ayliq,Yox,elektronik cek,87.2,4017.45,Yox,Hə Yox
0384-RVBPI,Kişi,0,Yox,Yox,20,Hə,Yox,DSL,Hə,Yox,Hə,Yox,Yox,Hə,ayliq,Yox,kredit karti,64.4,1398.6,Yox,Hə Yox
1689-MRZQR,Kişi,0,Hə,Hə,34,Hə,Yox,Fiber optic,Yox,Yox,Yox,Yox,Hə,Yox,ayliq,Yox,elektronik cek,78.3,2564.3,Hə,Hə Yox
1299-AURJA,Qadın,0,Hə,Hə,70,Hə,Hə,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2illik,Yox,bank transfer,24.7,1685.9,Yox,Hə Yox
4525-VZCZG,Kişi,0,Yox,Hə,54,Hə,Yox,Fiber optic,Hə,Hə,Yox,Hə,Hə,Hə,illik,Hə,elektronik cek,105.85,5826.65,Yox,Hə Hə
1543-LLLFT,Kişi,1,Hə,Yox,61,Hə,Hə,Fiber optic,Yox,Hə,Hə,Hə,Hə,Yox,illik,Hə,mail cek,98.3,6066.55,Yox,Hə Hə
5835-BEQEU,Kişi,0,Yox,Yox,3,Hə,Hə,Fiber optic,Yox,Yox,Yox,Yox,Yox,Yox,ayliq,Hə,elektronik cek,76.95,228.4,Hə,Hə Hə
2788-CJQAQ,Kişi,0,Yox,Yox,13,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,illik,Yox,mail cek,19.45,270.2,Yox,Hə Yox
5565-FILXA,Qadın,1,Yox,Yox,16,Hə,Hə,Fiber optic,Yox,Yox,Yox,Yox,Hə,Hə,ayliq,Hə,elektronik cek,96.15,1529.2,Hə,Hə Hə
0319-QZTCO,,0,Hə,Hə,3,Hə,Yox,DSL,Yox,Hə,Yox,Yox,Hə,Yox,ayliq,Hə,kredit karti,58.7,168.6,Yox,Hə Hə
2120-SMPEX,Kişi,0,Yox,Yox,25,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,ayliq,Hə,mail cek,20.15,536.35,Yox,Hə Hə
0096-FCPUF,Kişi,0,Yox,Yox,30,Hə,Hə,DSL,Hə,Yox,Yox,Yox,Yox,Hə,ayliq,Hə,mail cek,64.5,1888.45,Yox,Hə Hə
0668-OGMHD,Qadın,0,Hə,Yox,21,Yox,Teleon xidmeti yoxdur,DSL,Hə,Yox,Yox,Yox,Yox,Yox,ayliq,Yox,elektronik cek,28.5,629.35,Yox,Yox Yox
5552-ZNFSJ,Kişi,0,Yox,Yox,1,Hə,Yox,DSL,Yox,Yox,Yox,Yox,Yox,Yox,ayliq,Yox,elektronik cek,45.3,45.3,Hə,Hə Yox
2223-KAGMX,Qadın,0,Yox,Yox,15,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,ayliq,Yox,bank transfer,19.4,289.3,Hə,Hə Yox
6507-ZJSUR,Kişi,1,Hə,Yox,23,Hə,Yox,Fiber optic,Yox,Yox,Yox,Yox,Hə,Hə,ayliq,Hə,elektronik cek,90.45,2117.25,Yox,Hə Hə
9408-HRXRK,Qadın,0,Hə,Hə,45,Hə,Hə,Fiber optic,Hə,Hə,Yox,Yox,Hə,Hə,ayliq,Hə,elektronik cek,105.15,4730.9,Yox,Hə Hə
5593-SUAOO,Qadın,0,Hə,Hə,24,Hə,Hə,Fiber optic,Yox,Hə,Hə,Yox,Yox,Yox,illik,Yox,bank transfer,83.15,2033.05,Yox,Hə Yox
7321-PKUYW,Qadın,0,Yox,Yox,11,Hə,Hə,Fiber optic,Yox,Yox,Yox,Hə,Hə,Yox,ayliq,Yox,elektronik cek,90.15,987.95,Hə,Hə Yox
2833-SLKDQ,Kişi,0,Yox,Yox,1,Hə,Yox,DSL,Yox,Yox,Yox,Yox,Yox,Yox,ayliq,Yox,mail cek,45.05,45.05,Hə,Hə Yox
6766-HFKLA,Qadın,0,Hə,Yox,56,Hə,Hə,Fiber optic,Yox,Yox,Hə,Hə,Hə,Hə,2illik,Yox,bank transfer,103.2,5744.35,Yox,Hə Yox
7595-EUIVN,Qadın,0,Yox,Yox,1,Hə,Yox,Fiber optic,Yox,Hə,Yox,Yox,Yox,Yox,ayliq,Yox,elektronik cek,75.8,75.8,Hə,Hə Yox
7617-EYGLW,Kişi,0,Yox,Yox,1,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,ayliq,Yox,elektronik cek,19.45,19.45,Yox,Hə Yox
2026-TGDHM,Qadın,0,Yox,Yox,7,Hə,Yox,Fiber optic,Yox,Yox,Yox,Yox,Yox,Hə,ayliq,Hə,elektronik cek,79.3,523.15,Hə,Hə Hə
9220-ZNKJI,Qadın,1,Hə,Yox,55,Hə,Yox,Fiber optic,Yox,Yox,Hə,Hə,Hə,Yox,2illik,Yox,kredit karti,88.8,4805.3,Yox,Hə Yox
4030-VPZBD,Qadın,0,Yox,Yox,2,Yox,Teleon xidmeti yoxdur,DSL,Yox,Yox,Yox,Hə,Yox,Yox,ayliq,Hə,elektronik cek,30.9,59.05,Hə,Yox Hə
2226-ICFDO,Qadın,0,Hə,Hə,72,Hə,Hə,DSL,Hə,Yox,Hə,Hə,Hə,Hə,2illik,Hə,kredit karti,85.9,6110.75,Yox,Hə Hə
0723-VSOBE,Qadın,1,Yox,Yox,45,Yox,Teleon xidmeti yoxdur,DSL,Yox,Yox,Yox,Yox,Yox,Hə,illik,Yox,elektronik cek,34.2,1596.6,Yox,Yox Yox
5529-GIBVH,Qadın,0,Yox,Yox,47,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2illik,Yox,mail cek,20.15,1046.2,Yox,Hə Yox
4187-CINZD,Qadın,1,Yox,Yox,46,Hə,Yox,Fiber optic,Yox,Hə,Yox,Yox,Hə,Hə,illik,Yox,kredit karti,95.25,4424.2,Hə,Hə Yox
9992-UJOEL,Kişi,0,Yox,Yox,2,Hə,Yox,DSL,Yox,Hə,Yox,Yox,Yox,Yox,ayliq,Hə,mail cek,50.3,92.75,Yox,Hə Hə
4741-WWJQZ,Qadın,0,Hə,Yox,2,Hə,Yox,Fiber optic,Hə,Yox,Yox,Hə,Yox,Yox,ayliq,Hə,elektronik cek,80.15,194.55,Yox,Hə Hə
6625-UTXEW,Qadın,0,Hə,Yox,12,Hə,Yox,DSL,Yox,Hə,Yox,Yox,Yox,Yox,ayliq,Hə,elektronik cek,51.25,612.1,Yox,Hə Hə
6818-WOBHJ,Qadın,1,Hə,Yox,68,Hə,Hə,Fiber optic,Yox,Hə,Yox,Yox,Yox,Hə,ayliq,Hə,bank transfer,89.6,6127.6,Hə,Hə Hə
6244-BESBM,Kişi,0,Hə,Hə,69,Hə,Yox,Fiber optic,Yox,Yox,Yox,Hə,Hə,Hə,2illik,Hə,kredit karti,95.2,6671.7,Yox,Hə Hə
1004-NOZNR,Kişi,1,Yox,Hə,56,Hə,Yox,Fiber optic,Hə,Yox,Yox,Yox,Hə,Hə,illik,Yox,kredit karti,94.8,5264.3,Yox,Hə Yox
1251-STYSZ,Qadın,1,Yox,Yox,4,Hə,Hə,Fiber optic,Hə,Yox,Yox,Yox,Yox,Yox,ayliq,Hə,elektronik cek,80.25,303.7,Yox,Hə Hə
2612-PHGOX,Kişi,0,Hə,Yox,64,Hə,Hə,DSL,Yox,Hə,Hə,Hə,Hə,Yox,2illik,Hə,bank transfer,76.1,4818.8,Yox,Hə Hə
2408-TZMJL,Kişi,0,Hə,Yox,59,Hə,Hə,Fiber optic,Hə,Hə,Hə,Yox,Hə,Hə,illik,Hə,elektronik cek,110.15,6448.05,Hə,Hə Hə
8480-PPONV,Kişi,0,Hə,Hə,62,Hə,Hə,Fiber optic,Hə,Hə,Hə,Hə,Hə,Hə,2illik,Yox,bank transfer,115.55,7159.05,Yox,Hə Yox
8780-IHCRN,Kişi,0,Hə,Hə,63,Hə,Hə,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2illik,Yox,kredit karti,24.65,1574.5,Yox,Hə Yox
4598-ZADCK,Qadın,0,Yox,Yox,53,Yox,Teleon xidmeti yoxdur,DSL,Hə,Hə,Hə,Hə,Hə,Yox,illik,Hə,elektronik cek,53.6,2879.2,Yox,Yox Hə
1257-SXUXQ,Kişi,0,Hə,Hə,5,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,ayliq,Yox,mail cek,19.45,86.05,Yox,Hə Yox
9681-KYGYB,Kişi,1,Hə,Yox,49,Hə,Hə,Fiber optic,Hə,Hə,Hə,Yox,Yox,Yox,ayliq,Hə,elektronik cek,88.2,4159.45,Yox,Hə Hə
7182-OVLBJ,Qadın,0,Hə,Hə,62,Hə,Hə,Fiber optic,Hə,Yox,Yox,Yox,Hə,Hə,2illik,Hə,bank transfer,101.15,6638.35,Yox,Hə Hə
